"","Demand","Price"
"1",2959.49016471775,1
"2",3156.34460210053,1.29166666666667
"3",2257.33380135812,1.58333333333333
"4",1379.56842329494,1.875
"5",1190.76148381226,2.16666666666667
"6",1420.82808584669,2.45833333333333
"7",779.125620758096,2.75
"8",1074.25604103793,3.04166666666667
"9",851.656771435541,3.33333333333333
"10",776.888557072577,3.625
"11",734.869251105523,3.91666666666667
"12",933.938961617679,4.20833333333333
"13",628.319121707535,4.5
"14",700.176663795114,4.79166666666667
"15",422.580239335793,5.08333333333333
"16",428.439718982394,5.375
"17",549.484515833702,5.66666666666667
"18",501.324794600813,5.95833333333333
"19",430.356597149015,6.25
"20",102.551631770419,6.54166666666667
"21",543.747609859529,6.83333333333333
"22",369.116217998708,7.125
"23",359.688028779720,7.41666666666667
"24",240.1030672848,7.70833333333333
"25",175.661779061584,8
